NAME	SIZE	ES	NES	NOM.p.val	FDR.q.val	FWER.p.val	RANK.AT.MAX	PERCENT_LEAD	PERCENT_LIST	PERCENT_SIGNAL	DIRECTION	NUM_DE
GO_DNA_REPLICATION_FACTOR_A_COMPLEX	15	-0.7644887	-1.4767798	0.061954625	0.27896178	1	3882	47	17	56	-1	3
GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	88	-0.6098897	-1.5319504	0.013495864	0.23977573	1	4116	42	18	51	-1	12
GO_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	179	-0.5463975	-1.4838513	0.009238485	0.2726419	1	4116	30	18	36	-1	16
GO_DOPAMINE_RECEPTOR_BINDING	15	-0.7689354	-1.4789032	0.05156635	0.27674434	1	1500	33	7	36	-1	3
GO_DOPAMINERGIC_NEURON_DIFFERENTIATION	17	0.7419652	1.5713967	0.031199446	0.32991812	1	728	18	3	18	1	3
GO_DORSAL_VENTRAL_PATTERN_FORMATION	62	0.49600542	1.3367416	0.07039455	0.43889058	1	2597	29	11	33	1	11
GO_DRUG_METABOLIC_PROCESS	17	0.7280191	1.5415853	0.03214453	0.3169488	1	3390	41	15	48	1	1
GO_DRUG_TRANSPORTER_ACTIVITY	17	0.6479729	1.3802329	0.10777594	0.4181048	1	1821	41	8	45	1	6
GO_E_BOX_BINDING	22	-0.76566195	-1.5761433	0.020627344	0.22150622	1	885	27	4	28	-1	7
GO_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT	33	0.6188758	1.4960315	0.036144577	0.3671387	1	730	12	3	13	1	4
GO_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS	22	0.58766764	1.3103701	0.14441958	0.45850995	1	730	14	3	14	1	3
GO_EMBRYONIC_HEART_TUBE_MORPHOGENESIS	49	0.47939855	1.240366	0.14930747	0.51290315	1	1324	16	6	17	1	9
GO_EMBRYONIC_PLACENTA_DEVELOPMENT	66	-0.6189745	-1.4969618	0.028614232	0.26483065	1	1642	15	7	16	-1	10
GO_ENDOCRINE_PANCREAS_DEVELOPMENT	26	0.7189994	1.6559367	0.010022551	0.27723482	1	2584	35	11	39	1	5
GO_ENDOCYTIC_RECYCLING	23	0.7692453	1.727691	0.004396678	0.23724346	0.9978	2	4	0	4	1	1
GO_ENDODERMAL_CELL_DIFFERENTIATION	35	0.5946119	1.450584	0.048671402	0.39096645	1	3555	31	16	37	1	4
GO_ENDOPEPTIDASE_ACTIVITY	311	0.42445937	1.3961699	0.0046838406	0.425487	1	2141	14	9	16	1	23
GO_ENDOPLASMIC_RETICULUM_LUMEN	179	0.5009655	1.5658287	0.0021710813	0.30053273	1	4405	38	19	47	1	17
GO_ENSHEATHMENT_OF_NEURONS	82	-0.70921284	-1.7607821	0.0008734896	0.1262661	0.9549	1710	15	7	16	-1	4
GO_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	50	0.6517251	1.6802543	0.003855687	0.28127918	1	2230	18	10	20	1	3
GO_EPITHELIAL_CILIUM_MOVEMENT	18	0.6748191	1.4431762	0.0681047	0.39011648	1	1317	28	6	29	1	4
GO_EPITHELIAL_TUBE_BRANCHING_INVOLVED_IN_LUNG_MORPHOGENESIS	21	0.71719503	1.5735021	0.027918171	0.33572674	1	1779	24	8	26	1	3
GO_ERBB2_SIGNALING_PATHWAY	39	0.6180243	1.5351126	0.027762353	0.31505305	1	1499	15	7	16	1	4
GO_ERBB_SIGNALING_PATHWAY	74	0.6037654	1.6759123	0.0036090226	0.27157685	1	2230	19	10	21	1	5
GO_ER_NUCLEUS_SIGNALING_PATHWAY	32	-0.73354965	-1.6050609	0.017177118	0.20908672	1	1685	34	7	37	-1	8
GO_ERYTHROCYTE_HOMEOSTASIS	60	-0.6106894	-1.453999	0.039676484	0.2957216	1	3504	23	15	27	-1	2
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	103	-0.6136465	-1.5584264	0.00635324	0.23020777	1	6420	83	28	116	-1	3
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	87	0.49631602	1.4079633	0.033106435	0.41528124	1	1115	10	5	11	1	9
GO_ESTABLISHMENT_OF_TISSUE_POLARITY	16	0.74089074	1.5517976	0.032341223	0.3101513	1	3721	44	16	52	1	2
GO_ETHANOLAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	72	0.46726286	1.2824143	0.097104944	0.472251	1	2976	29	13	33	1	8
GO_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX	16	-0.8017009	-1.5731959	0.02291918	0.2203245	1	2577	63	11	70	-1	3
GO_EXOCRINE_SYSTEM_DEVELOPMENT	38	0.5773619	1.4261545	0.053418804	0.4060347	1	1706	26	7	28	1	7
GO_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	142	-0.55711454	-1.4743478	0.015260935	0.28061756	1	1457	13	6	14	-1	19
GO_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	54	0.49616146	1.3054998	0.10264342	0.4609942	1	1679	17	7	18	1	5
GO_EXTRACELLULAR_MATRIX_COMPONENT	119	0.4379208	1.2968969	0.05830699	0.46366158	1	3141	22	14	25	1	13
GO_EXTRACELLULAR_MATRIX_DISASSEMBLY	58	0.5525812	1.4763479	0.026736414	0.3941283	1	3141	19	14	22	1	4
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION	258	0.43706113	1.409301	0.0035478966	0.41535473	1	3141	21	14	24	1	27
GO_FAT_CELL_DIFFERENTIATION	93	-0.6028597	-1.5273764	0.012983181	0.2437309	1	2013	18	9	20	-1	11
GO_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_DEHYDROGENASE	17	0.7099023	1.4990829	0.04962193	0.36396813	1	4550	59	20	73	1	2
GO_FATTY_ACID_BIOSYNTHETIC_PROCESS	91	-0.62404215	-1.5761423	0.0052585453	0.22050633	1	276	9	1	9	-1	13
GO_FATTY_ACID_DERIVATIVE_TRANSPORT	18	-0.8153591	-1.6226935	0.011314932	0.196965	1	520	28	2	28	-1	3
GO_FATTY_ACYL_COA_BINDING	29	0.5604298	1.319941	0.11776497	0.45310766	1	1807	21	8	22	1	2
GO_FATTY_ACYL_COA_METABOLIC_PROCESS	46	-0.7404741	-1.6993816	0.0032874139	0.1570466	1	440	11	2	11	-1	7
GO_FEAR_RESPONSE	24	-0.7179486	-1.4933953	0.046021577	0.2673653	1	2836	29	12	33	-1	3
GO_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING	19	0.5775559	1.2436608	0.20033751	0.50978804	1	1731	21	8	23	1	1
GO_FILOPODIUM_MEMBRANE	18	0.7180956	1.5421721	0.030224321	0.31815556	1	3826	28	17	33	1	1
GO_FOREBRAIN_CELL_MIGRATION	52	-0.64269435	-1.5064071	0.03232261	0.2604552	1	1745	17	8	19	-1	10
GO_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX	20	-0.76701206	-1.549315	0.028750211	0.23642519	1	2577	55	11	62	-1	4
GO_GALACTOSYLTRANSFERASE_ACTIVITY	27	0.5630756	1.3055837	0.13012658	0.46197784	1	1520	30	7	32	1	6
GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	262	-0.5180956	-1.4493226	0.006531115	0.29976916	1	4109	32	18	39	-1	36
GO_GLANDULAR_EPITHELIAL_CELL_DEVELOPMENT	15	0.64825803	1.3299116	0.14582351	0.44440025	1	2318	27	10	30	1	1
GO_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION	30	0.5405718	1.2808872	0.14505939	0.47489598	1	2961	27	13	31	1	2
GO_GLIAL_CELL_DEVELOPMENT	64	-0.6070802	-1.454955	0.03903995	0.29473957	1	2297	16	10	17	-1	5
GO_GLIAL_CELL_PROJECTION	15	-0.80399114	-1.5542356	0.02471483	0.23160057	1	990	20	4	21	-1	3
GO_GLOMERULUS_DEVELOPMENT	42	0.5165	1.2990485	0.12523617	0.46289143	1	2159	19	9	21	1	5
GO_GLUCOSAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	23	0.5983119	1.3441309	0.117359415	0.43635502	1	1949	26	9	28	1	3
GO_GLUCOSE_6_PHOSPHATE_METABOLIC_PROCESS	19	-0.74718666	-1.4881659	0.049287308	0.2682553	1	850	21	4	22	-1	4
GO_GLUCOSE_CATABOLIC_PROCESS	24	-0.851636	-1.7777411	0.00083934865	0.09878619	0.8867	850	33	4	35	-1	7
GO_GLUTAMATE_METABOLIC_PROCESS	26	0.7007338	1.614433	0.01697922	0.27448484	1	631	19	3	20	1	6
GO_GLUTAMATE_RECEPTOR_ACTIVITY	24	0.5691425	1.2899532	0.14853196	0.47176683	1	845	17	4	17	1	4
GO_GLUTAMINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	18	0.6494079	1.3884022	0.105960265	0.41901237	1	631	11	3	11	1	2
GO_GLYCOPROTEIN_COMPLEX	18	0.6469397	1.37792	0.101155385	0.42093027	1	4870	39	21	49	1	1
GO_GLYCOPROTEIN_METABOLIC_PROCESS	305	0.44190234	1.4551045	0.0022484541	0.39605048	1	2920	28	13	32	1	40
GO_GLYCOSYLATION	226	0.429281	1.3702416	0.011644155	0.42540365	1	3567	35	16	41	1	30
GO_GOLGI_ASSOCIATED_VESICLE	77	0.44466484	1.2356845	0.12796792	0.51634324	1	2174	17	10	19	1	4
GO_GOLGI_ASSOCIATED_VESICLE_MEMBRANE	46	0.6443247	1.6452497	0.008262186	0.27315918	1	2174	20	10	22	1	1
GO_GOLGI_LUMEN	57	0.5208589	1.3759012	0.05773672	0.4230585	1	3302	18	14	20	1	3
GO_GOLGI_TO_VACUOLE_TRANSPORT	27	0.71734416	1.6433958	0.010652117	0.2730813	1	2492	26	11	29	1	3
GO_GOLGI_VESICLE_TRANSPORT	302	0.4027792	1.322024	0.010204081	0.45292148	1	2679	18	12	20	1	29
GO_G_PROTEIN_COUPLED_AMINE_RECEPTOR_ACTIVITY	24	-0.84294313	-1.7588062	0.0018530997	0.122437865	0.9594	262	8	1	8	-1	2
GO_H4_HISTONE_ACETYLTRANSFERASE_COMPLEX	18	-0.7903915	-1.5610934	0.023776706	0.22877638	1	1774	39	8	42	-1	3
GO_HEART_TRABECULA_MORPHOGENESIS	21	-0.76425767	-1.5611879	0.030048681	0.22948398	1	2241	33	10	37	-1	3
GO_HEART_VALVE_DEVELOPMENT	29	-0.6783782	-1.4545585	0.05923115	0.29504418	1	734	10	3	11	-1	5
GO_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	22	0.586192	1.3136119	0.1344761	0.4552937	1	2826	41	12	47	1	4
GO_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	27	0.6201292	1.4436773	0.058223438	0.39076167	1	2826	37	12	42	1	5
GO_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	31	0.54560864	1.2993256	0.1261985	0.46455953	1	2219	26	10	29	1	0
GO_HEXOSE_CATABOLIC_PROCESS	41	-0.75813544	-1.7175711	0.00336269	0.1451338	0.9989	977	24	4	25	-1	9
GO_HISTONE_BINDING	145	-0.5770369	-1.52974	0.0067307693	0.2415768	1	2599	26	11	29	-1	25
GO_HISTONE_H3_ACETYLATION	44	-0.7308506	-1.6760207	0.0054226476	0.16350551	1	1928	36	8	40	-1	11
GO_HISTONE_H4_ACETYLATION	44	-0.68359077	-1.5642371	0.020411417	0.23007034	1	2814	30	12	34	-1	7
GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	134	0.5824044	1.7634376	0	0.22656113	0.9827	3279	30	14	35	1	8
GO_HORMONE_ACTIVITY	64	-0.6077273	-1.4596832	0.03769266	0.29189476	1	3409	22	15	26	-1	2
GO_HYDROLASE_ACTIVITY_HYDROLYZING_N_GLYCOSYL_COMPOUNDS	22	0.58625364	1.3050026	0.14099154	0.461046	1	4010	32	18	39	1	2
GO_IMMUNE_SYSTEM_DEVELOPMENT	462	-0.5222947	-1.5240632	0.00011373976	0.245827	1	2874	20	13	22	-1	42
GO_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	100	-0.5975365	-1.5200317	0.012174162	0.24884838	1	6531	53	29	74	-1	3
GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	98	0.4588909	1.3207107	0.06306306	0.45369852	1	1959	22	9	24	1	14
GO_INOSITOL_LIPID_MEDIATED_SIGNALING	99	0.53359383	1.5410135	0.0072013093	0.31298527	1	1731	17	8	18	1	12
GO_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	70	0.578988	1.5891906	0.005240444	0.3148113	1	1374	14	6	15	1	5
GO_INTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	25	0.56363773	1.2868186	0.1455633	0.47381386	1	824	12	4	12	1	2
GO_INTRACILIARY_TRANSPORT_PARTICLE_B	19	0.5768735	1.2494817	0.19055569	0.5067786	1	1848	21	8	23	1	3
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	146	-0.55465835	-1.4688541	0.011920889	0.28287816	1	3814	34	17	41	-1	20
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	31	-0.7837204	-1.6844926	0.008032787	0.15853924	1	1304	26	6	27	-1	5
GO_INTRINSIC_COMPONENT_OF_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	16	0.78245103	1.6398897	0.013846515	0.26763886	1	2540	25	11	28	1	2
GO_INTRINSIC_COMPONENT_OF_GOLGI_MEMBRANE	51	0.47152737	1.2292036	0.1521063	0.52662396	1	4081	45	18	55	1	5
GO_IN_UTERO_EMBRYONIC_DEVELOPMENT	271	-0.52809227	-1.4832518	0.0035931112	0.27270293	1	2916	22	13	25	-1	31
GO_ION_ANTIPORTER_ACTIVITY	39	0.54570735	1.3482066	0.08821947	0.43980992	1	1941	38	8	42	1	12
GO_ION_GATED_CHANNEL_ACTIVITY	30	0.7297134	1.718469	0.0061459667	0.2551039	0.999	1959	27	9	29	1	5
GO_IONOTROPIC_GLUTAMATE_RECEPTOR_COMPLEX	39	0.5338678	1.3260083	0.101231925	0.45044613	1	1098	15	5	16	1	6
GO_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	56	0.5256559	1.3913441	0.056399766	0.4195452	1	2507	25	11	28	1	4
GO_KERATAN_SULFATE_BIOSYNTHETIC_PROCESS	24	0.74495554	1.6996219	0.005138243	0.2644064	0.9999	1852	38	8	41	1	3
GO_KERATAN_SULFATE_METABOLIC_PROCESS	29	0.72263247	1.6994537	0.0074701197	0.2564309	0.9999	2033	34	9	38	1	3
GO_KERATIN_FILAMENT	17	0.6436765	1.363589	0.11497006	0.42339414	1	2834	35	12	40	1	0
GO_KETONE_BIOSYNTHETIC_PROCESS	22	-0.71289504	-1.465554	0.06074686	0.2884867	1	2728	36	12	41	-1	3
GO_KINASE_INHIBITOR_ACTIVITY	80	-0.6099882	-1.5216471	0.019284558	0.24825342	1	1284	13	6	13	-1	13
GO_LABYRINTHINE_LAYER_DEVELOPMENT	34	-0.7195382	-1.585356	0.021594414	0.21709953	1	1157	24	5	25	-1	9
GO_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	27	0.77389103	1.8013307	0.0025012507	0.1913564	0.9047	1395	22	6	24	1	5
GO_L_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	47	0.6648962	1.7107768	0.0050195204	0.25834617	0.9995	3832	34	17	41	1	5
GO_L_AMINO_ACID_TRANSPORT	51	0.6579763	1.713081	0.003352892	0.26125008	0.9995	4278	35	19	43	1	6
GO_LARGE_RIBOSOMAL_SUBUNIT	93	-0.6893461	-1.7432601	0.0005777842	0.123873256	0.9864	5128	66	22	84	-1	7
GO_LEFT_RIGHT_PATTERN_FORMATION	20	0.6513369	1.4352413	0.06889906	0.39532483	1	1799	20	8	22	1	2
GO_LEUKOCYTE_DIFFERENTIATION	219	-0.54306895	-1.4965677	0.0057215514	0.26435673	1	2361	20	10	22	-1	25
GO_LEUKOTRIENE_METABOLIC_PROCESS	17	0.6237001	1.3171046	0.14526466	0.45270264	1	2431	41	11	46	1	2
GO_LIGAND_GATED_CALCIUM_CHANNEL_ACTIVITY	15	0.6000836	1.2346002	0.22177893	0.51700276	1	4379	40	19	49	1	1
GO_LIGASE_ACTIVITY	382	-0.52341336	-1.5017091	0.0009410658	0.26040155	1	3169	25	14	29	-1	54
GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS	44	-0.77147233	-1.7642514	0.0015760441	0.12208253	0.945	2154	45	9	50	-1	11
GO_LIPID_PHOSPHORYLATION	81	0.5001956	1.4008013	0.044027094	0.4218564	1	3432	30	15	35	1	9
GO_LIPID_TRANSLOCATION	21	0.63078785	1.3909267	0.0912154	0.41734543	1	2890	33	13	38	1	2
GO_LIVER_REGENERATION	17	0.59304	1.2580532	0.1917267	0.49691704	1	1365	29	6	31	1	3
GO_LRR_DOMAIN_BINDING	17	-0.82350916	-1.6238205	0.010967966	0.19706564	1	1855	29	8	32	-1	2
GO_LUNG_ALVEOLUS_DEVELOPMENT	36	0.6212542	1.512396	0.033175357	0.33840287	1	1885	19	8	21	1	6
GO_LYMPHOCYTE_HOMEOSTASIS	42	-0.64126146	-1.4562669	0.05120051	0.29354575	1	2818	33	12	38	-1	5
GO_LYSOSOMAL_LUMEN	77	0.57593787	1.605725	0.0060031596	0.28553984	1	2696	27	12	31	1	6
GO_LYSOSOMAL_TRANSPORT	65	0.5379348	1.4614384	0.031059684	0.38983044	1	743	9	3	10	1	9
GO_MACROLIDE_BINDING	16	0.69892704	1.4661882	0.06076555	0.3905106	1	1771	44	8	47	1	2
GO_MACROMOLECULAR_COMPLEX_REMODELING	18	-0.80243576	-1.6045318	0.015318416	0.20911753	1	2342	33	10	37	-1	2
GO_MACROPHAGE_DIFFERENTIATION	17	-0.7760213	-1.5211439	0.034950443	0.24863221	1	1355	24	6	25	-1	3
GO_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT	44	0.52956736	1.3483591	0.08324411	0.44082645	1	4146	32	18	39	1	4
GO_MAMMARY_GLAND_MORPHOGENESIS	35	0.55255413	1.3418016	0.09552845	0.43819782	1	2078	23	9	25	1	4
GO_MANNOSIDASE_ACTIVITY	15	0.74384373	1.5430635	0.032927703	0.3185779	1	4680	47	20	59	1	1
GO_MANNOSYLATION	33	0.6028722	1.451713	0.05109862	0.39220035	1	2705	36	12	41	1	3
GO_MANNOSYLTRANSFERASE_ACTIVITY	25	0.6007393	1.3718253	0.095654346	0.42286792	1	2155	36	9	40	1	2
GO_MATING	24	-0.82778746	-1.7273041	0.0022056329	0.13817443	0.9966	1259	21	6	22	-1	3
GO_MATING_BEHAVIOR	16	-0.86921173	-1.6939679	0.002995067	0.15431207	1	1259	25	6	26	-1	2
GO_MATURATION_OF_5_8S_RRNA	28	-0.7737161	-1.6541082	0.00914837	0.17124876	1	4187	61	18	74	-1	4
GO_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA_	19	-0.7750969	-1.5499549	0.030023882	0.23674718	1	3016	47	13	55	-1	2
GO_MATURATION_OF_SSU_RRNA	41	-0.75066686	-1.6935962	0.0041224035	0.15307042	1	3774	59	16	70	-1	7
GO_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA_	33	-0.7421126	-1.6253521	0.0133181745	0.197578	1	3774	55	16	65	-1	6
GO_M_BAND	19	0.6316813	1.361553	0.10967899	0.42419377	1	1628	21	7	23	1	2
GO_MECHANORECEPTOR_DIFFERENTIATION	45	0.49682733	1.2646623	0.13551402	0.4866931	1	3619	29	16	34	1	5
GO_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS	16	-0.7571407	-1.4642198	0.06292018	0.28776908	1	7	6	0	6	-1	2
GO_MESODERM_MORPHOGENESIS	53	-0.65073836	-1.5198601	0.027247537	0.24772742	1	2916	23	13	26	-1	6
GO_METALLOENDOPEPTIDASE_ACTIVITY	92	0.4783761	1.3644984	0.046059035	0.42391714	1	2047	16	9	18	1	11
GO_METANEPHRIC_NEPHRON_DEVELOPMENT	23	0.6649414	1.4984704	0.041870713	0.36304498	1	1596	17	7	19	1	3
GO_METANEPHRIC_NEPHRON_MORPHOGENESIS	17	0.60308176	1.2653049	0.1775635	0.4883939	1	1596	18	7	19	1	2
GO_METANEPHROS_DEVELOPMENT	59	0.49790546	1.3178	0.083407015	0.45473403	1	730	10	3	10	1	7
GO_METAPHASE_PLATE_CONGRESSION	41	-0.65863764	-1.4904761	0.036791995	0.2690664	1	2975	34	13	39	-1	5
GO_MHC_PROTEIN_COMPLEX	19	0.7177466	1.5548134	0.032188326	0.3111909	1	557	11	2	11	1	2
GO_MICROVILLUS_MEMBRANE	17	0.67006916	1.4171896	0.09152306	0.4072467	1	258	12	1	12	1	2
GO_MIDDLE_EAR_MORPHOGENESIS	15	-0.89199865	-1.7057242	0.0028025925	0.15355693	0.9999	1286	27	6	28	-1	2
GO_MISMATCH_REPAIR	31	-0.6804878	-1.4901968	0.044995863	0.2683614	1	6006	58	26	79	-1	2
GO_MITOCHONDRIAL_FUSION	16	-0.77376354	-1.5073512	0.040447503	0.2597478	1	4439	44	19	54	-1	1
GO_MITOCHONDRIAL_GENOME_MAINTENANCE	21	-0.788068	-1.605849	0.013133524	0.20851037	1	2785	38	12	43	-1	4
GO_MITOCHONDRIAL_PROTEIN_COMPLEX	128	-0.58700466	-1.5350384	0.008712488	0.23766191	1	6531	53	29	74	-1	6
GO_MITOCHONDRIAL_TRANSLATION	107	-0.67592037	-1.7395011	0.00042857142	0.11770114	0.99	4764	50	21	62	-1	7
GO_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_BINDING	17	0.6306114	1.3304133	0.12852365	0.4444185	1	1387	12	6	13	1	1
GO_MITOTIC_SPINDLE	50	0.61432767	1.5830632	0.012465374	0.32003182	1	714	8	3	8	1	4
GO_MODIFIED_AMINO_ACID_TRANSPORT	23	0.5952562	1.3406533	0.11784758	0.43835756	1	1806	30	8	33	1	7
GO_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	27	0.60442173	1.3930578	0.0839599	0.42338547	1	2368	33	10	37	1	2
GO_MONOCYTE_DIFFERENTIATION	16	-0.8041016	-1.5622791	0.023642732	0.22981566	1	1490	31	7	33	-1	0
GO_MONOSACCHARIDE_CATABOLIC_PROCESS	50	-0.68684524	-1.6022307	0.011165277	0.20841734	1	977	20	4	21	-1	10
GO_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM	25	0.5784854	1.3190547	0.12701252	0.45280966	1	5442	40	24	52	1	2
GO_MRNA_TRANSCRIPTION	19	-0.7775715	-1.5540507	0.030354707	0.23114604	1	1304	26	6	28	-1	4
GO_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS	94	0.48539495	1.3920908	0.03377049	0.41922906	1	2826	31	12	35	1	14
GO_MULTICELLULAR_ORGANISMAL_MACROMOLECULE_METABOLIC_PROCESS	66	0.47983748	1.3069952	0.07983319	0.45965257	1	2576	23	11	26	1	8
GO_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS	50	0.49864295	1.2883025	0.11716774	0.47241953	1	877	8	4	8	1	8
GO_MULTI_ORGANISM_METABOLIC_PROCESS	136	-0.58521754	-1.5415388	0.006074831	0.23925231	1	5341	64	23	83	-1	5
GO_MYELOID_CELL_DEVELOPMENT	36	-0.695065	-1.5412089	0.028055467	0.23914678	1	139	6	1	6	-1	4
GO_MYELOID_CELL_DIFFERENTIATION	157	-0.597717	-1.597774	0.0026910657	0.21175317	1	2297	15	10	17	-1	12
GO_MYELOID_LEUKOCYTE_ACTIVATION	67	-0.5999862	-1.4525937	0.041504927	0.2953	1	636	10	3	11	-1	8
GO_MYELOID_LEUKOCYTE_DIFFERENTIATION	79	-0.65231955	-1.6103946	0.004562178	0.20657893	1	1490	16	7	18	-1	10
GO_MYOBLAST_DIFFERENTIATION	29	-0.7295164	-1.5618323	0.02474431	0.22897178	1	1457	14	6	15	-1	2
GO_MYOFILAMENT	20	0.6331175	1.3843386	0.09840099	0.4184071	1	1713	15	7	16	1	1
GO_NADH_METABOLIC_PROCESS	31	-0.79971564	-1.7423656	0.003629764	0.11678114	0.9868	1138	29	5	31	-1	7
GO_NAD_METABOLIC_PROCESS	48	-0.7377909	-1.7132667	0.0026591585	0.1506251	0.9994	1138	25	5	26	-1	11
GO_NCRNA_3_END_PROCESSING	20	-0.7484002	-1.51118	0.040671073	0.25912967	1	4547	60	20	75	-1	1
GO_NCRNA_PROCESSING	371	-0.6056056	-1.7424066	0	0.11962463	0.9868	4445	47	19	57	-1	40
GO_NEGATIVE_CHEMOTAXIS	39	0.55475366	1.3748436	0.07534432	0.42268354	1	2540	26	11	29	1	3
GO_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	18	0.7039341	1.5146943	0.046726696	0.33484283	1	2319	33	10	37	1	1
GO_NEGATIVE_REGULATION_OF_ANOIKIS	16	-0.74584234	-1.4591993	0.061784897	0.2917516	1	499	13	2	13	-1	2
GO_NEGATIVE_REGULATION_OF_AXON_GUIDANCE	26	0.6199988	1.4208227	0.06431431	0.40500617	1	2407	23	11	26	1	2
GO_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION	26	-0.7425771	-1.5645694	0.024029575	0.23026867	1	2546	23	11	26	-1	2
GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	18	0.6283996	1.3446943	0.119304836	0.4376296	1	369	11	2	11	1	2
GO_NEGATIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	17	0.7470829	1.5677128	0.023002135	0.31149718	1	4379	47	19	58	1	1
GO_NEGATIVE_REGULATION_OF_CELL_DIVISION	51	0.47577888	1.246109	0.14348665	0.5056913	1	1596	10	7	11	1	5
GO_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	17	0.7935079	1.6877947	0.007102273	0.2746958	1	904	18	4	18	1	1
GO_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION	26	0.72659487	1.6708109	0.010332662	0.27954167	1	146	8	1	8	1	1
GO_NEGATIVE_REGULATION_OF_COAGULATION	34	0.56593907	1.3620245	0.09184461	0.4244487	1	2577	24	11	26	1	3
GO_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	78	-0.6698018	-1.6474328	0.0030724213	0.1762299	1	1319	21	6	22	-1	13
GO_NEGATIVE_REGULATION_OF_CYTOPLASMIC_TRANSPORT	106	-0.62288445	-1.5970174	0.0042643924	0.21242234	1	982	12	4	13	-1	17
GO_NEGATIVE_REGULATION_OF_DNA_BINDING	43	-0.6394014	-1.4559363	0.049221974	0.29371735	1	758	21	3	22	-1	11
GO_NEGATIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT	26	0.7097506	1.6388621	0.0137157105	0.26575157	1	1596	19	7	21	1	4
GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	30	0.53243303	1.2554743	0.16589387	0.49910852	1	369	7	2	7	1	2
